"Species","Plant.ID","Seed.estimate","Notes","plot","EG.adult","EG.seed","SP.adult","SP.seed","BH","BD","Avena","FEMY","BRADIS","Forb","Fabaceae","GAST","Density","BG.spp","rust","prop.dam.mini","mean.dam.mini","treat","prop.dam","mean.dam"
"EG","X961",0,"",104,1,2,2,10,30,1,0,25,0,160,4,0,10,"SP seed","0",NA,NA,"ambient",0.666666666666667,0.000666666666666667
"SP","X964",0,"",104,1,2,2,10,30,1,0,25,0,160,4,0,10,"SP seed","0",NA,NA,"ambient",0.333333333333333,0.000333333333333333
"EG","X968",0,"",105,1,30,0,1,19,2,23.3333333333333,0,0,400,15.5555555555556,0,10,"EG seed","1",NA,NA,"inoculation",0.333333333333333,0.000333333333333333
"SP","X969",0,"",105,1,30,0,1,19,2,23.3333333333333,0,0,400,15.5555555555556,0,10,"EG seed","0",NA,NA,"inoculation",0.333333333333333,0.000333333333333333
"EG","X972",0,"",106,0,1,1,0,18,61.1111111111111,20,0,75,16,30,0,10,"BD seed","0",NA,NA,"ambient",0.333333333333333,0.000333333333333333
"EG","X976",0,"",106,0,1,1,0,18,61.1111111111111,20,0,75,16,30,0,10,"BD seed","0",NA,NA,"ambient",0.333333333333333,0.000333333333333333
"EG","X302",0,"",107,1,375,1,1,120,1,1,0,20,300,2,0,100,"EG seed","0",NA,NA,"ambient",0.666666666666667,0.00666666666666667
"SP","X978",0,"",107,1,375,1,1,120,1,1,0,20,300,2,0,100,"EG seed","0",NA,NA,"ambient",0,0
"EG","X1101",0,"",108,1,8,1,3,53.3333333333333,6,17.7777777777778,0,33.3333333333333,19,0,0,100,"AB seed","0",NA,NA,"ambient",1,0.004
"SP","X1100",0,"",108,1,8,1,3,53.3333333333333,6,17.7777777777778,0,33.3333333333333,19,0,0,100,"AB seed","0",NA,NA,"ambient",0.333333333333333,0.000333333333333333
"EG","X1107",0,"",109,1,360,1,0,22.2222222222222,1,8,0,150,75,2,0,80,"EG seed","0",NA,NA,"fungicide",1,0.001
"SP","X1108",0,"",109,1,360,1,0,22.2222222222222,1,8,0,150,75,2,0,80,"EG seed","0",NA,NA,"fungicide",0,0
"EG","X1112",0,"",110,1,1,1,3,88.8888888888889,1,126.666666666667,0,60,22.2222222222222,1,0,80,"AB seed","1",NA,NA,"fungicide",0.666666666666667,0.000666666666666667
"SP","X1113",0,"",110,1,1,1,3,88.8888888888889,1,126.666666666667,0,60,22.2222222222222,1,0,80,"AB seed","0",NA,NA,"fungicide",0.666666666666667,0.000666666666666667
"EG","X1114",0,"",110,1,1,1,3,88.8888888888889,1,126.666666666667,0,60,22.2222222222222,1,0,80,"AB seed","0",NA,NA,"fungicide",1,0.004
"SP","X1121",0,"",50,0,11,1,1,16,3,11.1111111111111,0,60,0,8,0,4,"SP adult","0",NA,NA,"inoculation",0,0
"EG","X1122",0,"",32,1,11,8,5,12,8,13,0,9,25,7,0,10,"SP adult","0",NA,NA,"ambient",0.666666666666667,0.00366666666666667
"SP","X1124",0,"",32,1,11,8,5,12,8,13,0,9,25,7,0,10,"SP adult","0",NA,NA,"ambient",0.666666666666667,0.00666666666666667
"SP","X169",0,"",32,1,11,8,5,12,8,13,0,9,25,7,0,10,"SP adult","0",1,0.01216666667,"ambient",1,0.0203333333333333
"EG","X1132",0,"",111,1,5,1,2,9,11.1111111111111,38.8888888888889,0,80,20,8,0,20,"BD seed","0",NA,NA,"ambient",0.666666666666667,0.000666666666666667
"SP","X1128",0,"",111,1,5,1,2,9,11.1111111111111,38.8888888888889,0,80,20,8,0,20,"BD seed","0",NA,NA,"ambient",0.5,0.005
"EG","X1095",0,"",112,1,5,1,0,1235,1,66.1111111111111,0,30,12,15,0,40,"BH seed","0",NA,NA,"ambient",0.666666666666667,0.000666666666666667
"EG","X984",0,"",112,1,5,1,0,1235,1,66.1111111111111,0,30,12,15,0,40,"BH seed","0",NA,NA,"ambient",0,0
"EG","X985",0,"",113,1,10,3,4,33.3333333333333,22.2222222222222,26.6666666666667,0,225,14,18,0,20,"BD seed","0",NA,NA,"ambient",1,0.001
"SP","X987",0,"",113,1,10,3,4,33.3333333333333,22.2222222222222,26.6666666666667,0,225,14,18,0,20,"BD seed","0",NA,NA,"ambient",1,0.007
"EG","X988",0,"",113,1,10,3,4,33.3333333333333,22.2222222222222,26.6666666666667,0,225,14,18,0,20,"BD seed","0",NA,NA,"ambient",0,0
"EG","X992",0,"",114,1,6,8,1,35.5555555555556,10,13.3333333333333,0,10,60,45,0,20,"AB seed","0",NA,NA,"ambient",1,0.004
"SP","X995",0,"",114,1,6,8,1,35.5555555555556,10,13.3333333333333,0,10,60,45,0,20,"AB seed","0",NA,NA,"ambient",0.5,0.005
"EG","X1000",0,"",115,1,3,5,2,22.2222222222222,60,13,0,0,90,40,0,40,"BD seed","0",NA,NA,"fungicide",0.666666666666667,0.000666666666666667
"SP","X1002",0,"",115,1,3,5,2,22.2222222222222,60,13,0,0,90,40,0,40,"BD seed","0",NA,NA,"fungicide",0,0
"EG","X1005",0,"",56,1,3,5,0,22.2222222222222,8,8.33333333333333,5,0,10,5,0,2,"SP adult","0",NA,NA,"inoculation",0.666666666666667,0.00366666666666667
"BD","X1008",0,"",116,1,2,1,1,900,4,22,0,0,4,9,0,100,"BH seed","0",NA,NA,"inoculation",NA,NA
"SP","X1009",0,"",116,1,2,1,1,900,4,22,0,0,4,9,0,100,"BH seed","0",NA,NA,"inoculation",0,0
"EG","X1017",0,"",117,3,2,2,4,12,4,10,5,0,50,5,0,4,"EG adults","0",NA,NA,"fungicide",0.333333333333333,0.000333333333333333
"SP","X1013",0,"",117,3,2,2,4,12,4,10,5,0,50,5,0,4,"EG adults","0",NA,NA,"fungicide",0,0
"EG","X1022",0,"",118,1,4,2,3,35,3,14,20,0,60,10,0,10,"SP seed","0",NA,NA,"fungicide",0.333333333333333,0.000333333333333333
"SP","X1024",0,"",118,1,4,2,3,35,3,14,20,0,60,10,0,10,"SP seed","0",NA,NA,"fungicide",0.666666666666667,0.000666666666666667
"EG","X1025",0,"",118,1,4,2,3,35,3,14,20,0,60,10,0,10,"SP seed","0",NA,NA,"fungicide",0.333333333333333,0.000333333333333333
"EG","X1028",0,"",119,1,5,3,7,90,4,7,0,0,70,6,0,20,"SP seed","0",NA,NA,"inoculation",0.666666666666667,0.000666666666666667
"SP","X1031",0,"",119,1,5,3,7,90,4,7,0,0,70,6,0,20,"SP seed","0",NA,NA,"inoculation",0.666666666666667,0.00366666666666667
"EG","X1034",0,"",120,1,2,2,5,25,5,8.88888888888889,0,0,18,11,0,40,"SP seed","0",NA,NA,"inoculation",0.333333333333333,0.000333333333333333
"SP","X1037",0,"",120,1,2,2,5,25,5,8.88888888888889,0,0,18,11,0,40,"SP seed","0",NA,NA,"inoculation",1,0.007
"EG","X1045",0,"",121,1,14,1,2,250,26.6666666666667,13.3333333333333,0,0,18,1,0,100,"BD seed","0",NA,NA,"ambient",0.666666666666667,0.000666666666666667
"SP","X1042",0,"",121,1,14,1,2,250,26.6666666666667,13.3333333333333,0,0,18,1,0,100,"BD seed","0",NA,NA,"ambient",0.666666666666667,0.00366666666666667
"EG","X1048",0,"",122,1,7,1,1,16.6666666666667,13.3333333333333,16.6666666666667,0,100,10,2,0,20,"BD seed","0",NA,NA,"fungicide",0,0
"SP","X1052",0,"",122,1,7,1,1,16.6666666666667,13.3333333333333,16.6666666666667,0,100,10,2,0,20,"BD seed","0",NA,NA,"fungicide",0,0
"SP","X1049",0,"",122,1,7,1,1,16.6666666666667,13.3333333333333,16.6666666666667,0,100,10,2,0,20,"BD seed","0",NA,NA,"fungicide",0.333333333333333,0.000333333333333333
"EG","X1057",0,"",123,1,5,1,2,990,3,17.7777777777778,0,30,20,6,0,10,"BH seed","0",NA,NA,"inoculation",0.666666666666667,0.000666666666666667
"SP","X1056",0,"",123,1,5,1,2,990,3,17.7777777777778,0,30,20,6,0,10,"BH seed","0",NA,NA,"inoculation",0.5,5e-04
"EG","X1065",0,"",124,1,40,1,3,420,2,22.2222222222222,0,0,12,1,0,10,"EG seed","0",NA,NA,"inoculation",0.666666666666667,0.00366666666666667
"SP","X1063",0,"",124,1,40,1,3,420,2,22.2222222222222,0,0,12,1,0,10,"EG seed","0",NA,NA,"inoculation",0.666666666666667,0.00366666666666667
"SP","X1064",0,"",124,1,40,1,3,420,2,22.2222222222222,0,0,12,1,0,10,"EG seed","0",NA,NA,"inoculation",0.666666666666667,0.00366666666666667
"EG","X1068",0,"",125,5,8,1,2,20,0,10,0,40,17,5,0,6,"EG adults","1",NA,NA,"inoculation",0.666666666666667,0.00366666666666667
"SP","X1071",0,"",125,5,8,1,2,20,0,10,0,40,17,5,0,6,"EG adults","0",NA,NA,"inoculation",0.333333333333333,0.000333333333333333
"EG","X1073",0,"",126,0,1,1,2,420,1,13.3333333333333,0,40,0,8,0,20,"BH seed","0",NA,NA,"fungicide",0.333333333333333,0.000333333333333333
"SP","X1072",0,"",126,0,1,1,2,420,1,13.3333333333333,0,40,0,8,0,20,"BH seed","0",NA,NA,"fungicide",0.333333333333333,0.000333333333333333
"EG","X1078",0,"",127,1,6,1,1,12,1,16.6666666666667,0,150,0,11,0,80,"AB seed","0",NA,NA,"ambient",1,0.004
"SP","X1082",0,"",127,1,6,1,1,12,1,16.6666666666667,0,150,0,11,0,80,"AB seed","0",NA,NA,"ambient",0.333333333333333,0.000333333333333333
"EG","X1084",0,"",128,1,7,1,7,6,0,13.3333333333333,0,150,40,3,0,80,"SP seed","0",NA,NA,"ambient",1,0.004
"SP","X332",0,"",128,1,7,1,7,6,0,13.3333333333333,0,150,40,3,0,80,"SP seed","0",NA,NA,"ambient",0.333333333333333,0.0166666666666667
"EG","X1089",0,"",129,1,6,2,9,11,1,6,0,120,23,1,0,80,"SP seed","0",NA,NA,"ambient",1,0.007
"SP","X336",0,"",129,1,6,2,9,11,1,6,0,120,23,1,0,80,"SP seed","0",NA,NA,"ambient",0.666666666666667,0.00666666666666667
"EG","X1167",0,"",38,1,5,8,0,27,1,11,0,0,50,7,0,8,"SP adult","0",NA,NA,"ambient",0,0
"EG","X1165",0,"",39,0,4,8,2,21,1,14,0,0,60,5,0,8,"SP adult","0",NA,NA,"fungicide",0.333333333333333,0.000333333333333333
"SP","X1166",0,"",39,0,4,8,2,21,1,14,0,0,60,5,0,8,"SP adult","0",NA,NA,"fungicide",0.666666666666667,0.00366666666666667
"SP","X1150",0,"",44,0,6,5,1,27,0,17,0,0,60,7,0,6,"SP adult","0",NA,NA,"inoculation",0.666666666666667,0.000666666666666667
"EG","X1142",0,"",131,1,7,6,0,17,7,17.7777777777778,0,0,90,5,0,2,"EG adults","0",NA,NA,"inoculation",1,0.0055
"EG","X1172",0,"",132,1,4,1,1,35.5555555555556,2,40,0,160,80,16.6666666666667,0,10,"AB seed","0",NA,NA,"fungicide",0,0
"EG","X1173",0,"",133,1,70,1,1,12,12,35.5555555555556,0,0,40,17,0,80,"EG seed","0",NA,NA,"inoculation",0.666666666666667,0.000666666666666667
"EG","X1182",0,"",134,3,6,1,3,23,3,6,0,120,26,0,0,4,"EG adults","0",NA,NA,"inoculation",0.666666666666667,0.000666666666666667
"SP","X1181",0,"",134,3,6,1,3,23,3,6,0,120,26,0,0,4,"EG adults","0",NA,NA,"inoculation",0.333333333333333,0.000333333333333333
"EG","X1186",0,"",135,1,5,1,0,17,1,41.6666666666667,0,75,3,0,0,80,"AB seed","0",NA,NA,"inoculation",1,0.007
"SP","X1195",0,"",136,1,1,1,1,1140,0,10,0,50,8,0,0,80,"BH seed","0",NA,NA,"ambient",1,0.01
"EG","X1202",0,"",137,8,10,1,8,40,7,11,0,16.6666666666667,2,4,0,10,"EG adults","0",NA,NA,"fungicide",0.666666666666667,0.000666666666666667
"SP","X1199",0,"",137,8,10,1,8,40,7,11,0,16.6666666666667,2,4,0,10,"EG adults","0",NA,NA,"fungicide",0.666666666666667,0.00366666666666667
"SP","X1205",0,"",138,0,7,1,1,2470,2,14,0,60,2,0,0,80,"BH seed","0",NA,NA,"ambient",0.666666666666667,0.00666666666666667
"EG","X1211",0,"",58,1,9,1,1,24,1,7,0,60,18,0,0,2,"SP adult","0",NA,NA,"ambient",0.333333333333333,0.000333333333333333
"EG","X1215",0,"",139,0,3,1,2,16,2,10,0,180,12,0,0,10,"AB seed","1",NA,NA,"inoculation",1,0.004
"SP","X1214",0,"",139,0,3,1,2,16,2,10,0,180,12,0,0,10,"AB seed","0",NA,NA,"inoculation",1,0.001
"SP","X1219",0,"",139,0,3,1,2,16,2,10,0,180,12,0,0,10,"AB seed","0",NA,NA,"inoculation",1,0.05
"EG","X1221",0,"",140,2,20,0,1,22.2222222222222,1,7,0,75,9,5,0,10,"EG seed","0",NA,NA,"ambient",1,0.001
"SP","X1224",0,"",140,2,20,0,1,22.2222222222222,1,7,0,75,9,5,0,10,"EG seed","0",NA,NA,"ambient",0.666666666666667,0.02
"EG","X1225*",0,"",140,2,20,0,1,22.2222222222222,1,7,0,75,9,5,0,10,"EG seed","0",NA,NA,"ambient",1,0.0203333333333333
"SP","X077",0,"",141,1,4,4,8,225,8,5,0,150,20,4,0,100,"SP seed","0",1,0.0325,"inoculation",1,0.001
"EG","X1233",0,"",142,1,160,0,0,60,8,10,0,150,16,0,0,40,"EG seed","1",NA,NA,"fungicide",0.666666666666667,0.017
"EG","X1245",0,"",142,1,160,0,0,60,8,10,0,150,16,0,0,40,"EG seed","0",NA,NA,"fungicide",0.333333333333333,0.000333333333333333
"SP","X1240",0,"",51,1,8,5,2,26.6666666666667,4,8,5,6,10,2,0,4,"SP adult","0",NA,NA,"fungicide",1,0.004
"EG","X1246",0,"",143,0,60,1,1,120,5,33.3333333333333,8,0,120,12,0,20,"EG seed","0",NA,NA,"ambient",1,0.0203333333333333
"SP","X1243",0,"",143,0,60,1,1,120,5,33.3333333333333,8,0,120,12,0,20,"EG seed","0",NA,NA,"ambient",1,0.0203333333333333
"EG","X1320",0,"",144,0,2,1,2,125,2,11,0,0,60,1,0,20,"AB seed","0",NA,NA,"inoculation",0.333333333333333,0.000333333333333333
"SP","X1317",0,"",144,0,2,1,2,125,2,11,0,0,60,1,0,20,"AB seed","0",NA,NA,"inoculation",0.666666666666667,0.000666666666666667
"SP","X1316",0,"",144,0,2,1,2,125,2,11,0,0,60,1,0,20,"AB seed","0",NA,NA,"inoculation",1,0.007
"EG","X1309",0,"",145,1,1,1,4,17.7777777777778,5,7,6,5,26,2,0,10,"SP seed","1",NA,NA,"fungicide",0.666666666666667,0.000666666666666667
"SP","X1311",0,"",145,1,1,1,4,17.7777777777778,5,7,6,5,26,2,0,10,"SP seed","0",NA,NA,"fungicide",0.333333333333333,0.000333333333333333
"SP","X1312",0,"",145,1,1,1,4,17.7777777777778,5,7,6,5,26,2,0,10,"SP seed","0",NA,NA,"fungicide",0,0
"EG","X1307",0,"",146,1,2,1,4,60,3,66.6666666666667,2,40,60,2,0,40,"SP seed","1",NA,NA,"fungicide",0.666666666666667,0.000666666666666667
"SP","X1303",0,"",146,1,2,1,4,60,3,66.6666666666667,2,40,60,2,0,40,"SP seed","0",NA,NA,"fungicide",0.333333333333333,0.000333333333333333
"EG","X1298",0,"",147,1,1,1,0,6,6,25,0,320,12,0,0,10,"BD seed","0",NA,NA,"ambient",0,0
"EG","X1295",0,"",148,1,1,1,1,1615,0,33.3333333333333,75,30,80,2,0,40,"BH seed","0",NA,NA,"inoculation",0.333333333333333,0.000333333333333333
"SP","X1294",0,"",148,1,1,1,1,1615,0,33.3333333333333,75,30,80,2,0,40,"BH seed","0",NA,NA,"inoculation",1,0.004
"EG","X1288",0,"",149,2,2,1,7,9,1,7,5,10,25,0,0,40,"SP seed","0",NA,NA,"ambient",1,0.004
"SP","X1261",0,"",149,2,2,1,7,9,1,7,5,10,25,0,0,40,"SP seed","0",NA,NA,"ambient",0.666666666666667,0.000666666666666667
"EG","X1265",0,"",150,1,1,1,0,15,1,11.1111111111111,0,80,7,0,0,10,"AB seed","0",NA,NA,"inoculation",1,0.001
"SP","X1262",0,"",150,1,1,1,0,15,1,11.1111111111111,0,80,7,0,0,10,"AB seed","0",NA,NA,"inoculation",0.333333333333333,0.000333333333333333
"EG","X1269",0,"",151,1,1,1,1,14,9,8,0,50,2,6,0,10,"BD seed","0",NA,NA,"fungicide",0.333333333333333,0.000333333333333333
"SP","X1274",0,"",151,1,1,1,1,14,9,8,0,50,2,6,0,10,"BD seed","0",NA,NA,"fungicide",0,0
"EG","X1363",0,"",152,8,7,1,2,16,8,16,0,40,17,1,0,10,"EG adults","0",NA,NA,"ambient",0.666666666666667,0.00366666666666667
"SP","X1361",0,"",152,8,7,1,2,16,8,16,0,40,17,1,0,10,"EG adults","0",NA,NA,"ambient",0.333333333333333,0.000333333333333333
"EG","X1251",0,"",153,8,2,1,0,14,3,8,0,20,27,0,0,8,"EG adults","0",NA,NA,"inoculation",0.333333333333333,0.000333333333333333
"SP","X1253",0,"",153,8,2,1,0,14,3,8,0,20,27,0,0,8,"EG adults","0",NA,NA,"inoculation",0.666666666666667,0.00366666666666667
"EG","X1255",0,"",154,1,3,1,3,4,450,40,0,180,120,0,0,100,"BD seed","0",NA,NA,"inoculation",0.333333333333333,0.000333333333333333
"SP","X1259",0,"",154,1,3,1,3,4,450,40,0,180,120,0,0,100,"BD seed","0",NA,NA,"inoculation",0.333333333333333,0.000333333333333333
"SP","X1260",0,"",154,1,3,1,3,4,450,40,0,180,120,0,0,100,"BD seed","0",NA,NA,"inoculation",1,0.001
"EG","X1324",0,"",155,0,4,1,0,12,50,14,0,240,11,2,0,20,"BD seed","0",NA,NA,"inoculation",1,0.001
"EG","X1283",0,"",156,8,4,1,1,12,4,15,0,75,12,0,0,10,"EG adults","0",NA,NA,"inoculation",1,0.0203333333333333
"SP","X1282",0,"",156,8,4,1,1,12,4,15,0,75,12,0,0,10,"EG adults","0",NA,NA,"inoculation",0.333333333333333,0.00333333333333333
"EG","X1275",0,"",157,5,3,1,2,22,8,12,0,100,30,0,0,6,"EG adults","0",NA,NA,"ambient",0.666666666666667,0.00366666666666667
"EG","X1329",0,"",158,0,8,1,7,24,2,7,0,15,20,0,0,10,"SP seed","0",NA,NA,"inoculation",0.333333333333333,0.00333333333333333
"SP","X1332",0,"",158,0,8,1,7,24,2,7,0,15,20,0,0,10,"SP seed","0",NA,NA,"inoculation",0.666666666666667,0.000666666666666667
"EG","X1336",0,"",59,0,2,4,2,16.6666666666667,5,22.2222222222222,0,13.3333333333333,120,0,0,2,"SP adult","0",NA,NA,"ambient",0.666666666666667,0.00366666666666667
"SP","X1334",0,"",59,0,2,4,2,16.6666666666667,5,22.2222222222222,0,13.3333333333333,120,0,0,2,"SP adult","0",NA,NA,"ambient",1,0.001
"EG","X1337",0,"",159,1,3,1,1,15,46.6666666666667,10,15,15,30,1,0,40,"BD seed","0",NA,NA,"fungicide",0,0
"SP","X1341",0,"",159,1,3,1,1,15,46.6666666666667,10,15,15,30,1,0,40,"BD seed","0",NA,NA,"fungicide",0.333333333333333,0.000333333333333333
"EG","X1346",0,"",160,1,2,1,1,16.6666666666667,2,8.33333333333333,0,6,15,2,0,100,"AB seed","0",NA,NA,"fungicide",0.333333333333333,0.000333333333333333
"SP","X1356",0,"",160,1,2,1,1,16.6666666666667,2,8.33333333333333,0,6,15,2,0,100,"AB seed","0",NA,NA,"fungicide",0,0
"EG","X096",0,"",161,1,75,1,1,77.7777777777778,0,11,0,0,30,3,0,100,"EG seed","0",1,0.0205,"fungicide",0.333333333333333,0.000333333333333333
"SP","X1397",0,"",162,6,0,1,1,32,2,12,0,70,10,4,0,6,"EG adults","0",NA,NA,"ambient",1,0.001
"SP","X1399",0,"",162,6,0,1,1,32,2,12,0,70,10,4,0,6,"EG adults","0",NA,NA,"ambient",1,0.0203333333333333
"SP","X1403",0,"",163,1,12,1,1,13.8888888888889,1,20,0,5,12,2,0,20,"EG seed","0",NA,NA,"inoculation",0.5,5e-04
"EG","X1413",0,"",164,1,33.3333333333333,2,2,33.3333333333333,2,6,10,0,20,0,0,20,"EG seed","0",NA,NA,"fungicide",0,0
"SP","X1412",0,"",164,1,33.3333333333333,2,2,33.3333333333333,2,6,10,0,20,0,0,20,"EG seed","0",NA,NA,"fungicide",0.666666666666667,0.000666666666666667
"EG","X1368",0,"",165,1,2,1,2,10,5,10,0,0,12,0,0,2,"EG adults","0",NA,NA,"fungicide",0.333333333333333,0.000333333333333333
"SP","X1364",0,"",165,1,2,1,2,10,5,10,0,0,12,0,0,2,"EG adults","0",NA,NA,"fungicide",0.666666666666667,0.00366666666666667
"SP","X1367",0,"",165,1,2,1,2,10,5,10,0,0,12,0,0,2,"EG adults","0",NA,NA,"fungicide",0.666666666666667,0.000666666666666667
"SP","x130",0,"",166,1,0,1,8,14,12,8,0,20,17,0,0,100,"SP seed","0",NA,NA,"fungicide",0.333333333333333,0.000333333333333333
"EG","X1377",0,"",167,1,3,1,1,9,4,30,0,120,4,0,0,40,"AB seed","0",NA,NA,"ambient",0.666666666666667,0.000666666666666667
"SP","X1378",0,"",167,1,3,1,1,9,4,30,0,120,4,0,0,40,"AB seed","0",NA,NA,"ambient",0,0
"SP","X1379",0,"",167,1,3,1,1,9,4,30,0,120,4,0,0,40,"AB seed","0",NA,NA,"ambient",1,0.007
"EG","X1386",0,"",168,1,3,0,1,630,0,7,0,40,15,0,0,20,"BH seed","0",NA,NA,"fungicide",0,0
"SP","X1384",0,"",168,1,3,0,1,630,0,7,0,40,15,0,0,20,"BH seed","0",NA,NA,"fungicide",0,0
"EG","X1389",0,"",169,1,5,1,1,7,1,46.6666666666667,0,80,15,0,0,40,"AB seed","0",NA,NA,"fungicide",0,0
"SP","X1388",0,"",169,1,5,1,1,7,1,46.6666666666667,0,80,15,0,0,40,"AB seed","0",NA,NA,"fungicide",0,0
"EG","X088",0,"",170,1,180,1,1,14,2,2,0,200,46.6666666666667,0,8.88888888888889,100,"EG seed","1",1,0.08,"ambient",1,0.0233333333333333
"SP","X1409",0,"",170,1,180,1,1,14,2,2,0,200,46.6666666666667,0,8.88888888888889,100,"EG seed","0",NA,NA,"ambient",0,0
"EG","X1466",0,"",171,1,1,1,0,990,1,17.7777777777778,0,100,5,1,0,40,"BH seed","0",NA,NA,"ambient",0.666666666666667,0.00366666666666667
"EG","X1463",0,"",172,1,30,1,1,10,3,9,0,120,12,0,0,20,"EG seed","0",NA,NA,"ambient",0.666666666666667,0.000666666666666667
"SP","X1464",0,"",172,1,30,1,1,10,3,9,0,120,12,0,0,20,"EG seed","0",NA,NA,"ambient",0,0
"EG","X1454",0,"",173,1,7,1,2,5,630,13.8888888888889,0,0,30,2,0,100,"BD seed","0",NA,NA,"inoculation",0.333333333333333,0.00333333333333333
"SP","X1457",0,"",173,1,7,1,2,5,630,13.8888888888889,0,0,30,2,0,100,"BD seed","0",NA,NA,"inoculation",0.666666666666667,0.000666666666666667
"SP","X1456",0,"",173,1,7,1,2,5,630,13.8888888888889,0,0,30,2,0,100,"BD seed","0",NA,NA,"inoculation",0.666666666666667,0.00366666666666667
"SP","X1431",0,"",175,2,2,1,3,18,3,5,0,0,36.6666666666667,0,0,2,"EG adults","0",NA,NA,"ambient",0.666666666666667,0.00366666666666667
"SP","X1452",0,"",175,2,2,1,3,18,3,5,0,0,36.6666666666667,0,0,2,"EG adults","0",NA,NA,"ambient",1,0.0233333333333333
"EG","X1445",0,"",176,7,1,1,1,24,4,20,0,0,30,2,0,8,"EG adults","0",NA,NA,"fungicide",0,0
"SP","X1443",0,"",176,7,1,1,1,24,4,20,0,0,30,2,0,8,"EG adults","0",NA,NA,"fungicide",0.333333333333333,0.000333333333333333
"EG","X1438",0,"",177,1,1,1,5,17,5,45,0,0,90,3,0,80,"SP seed","0",NA,NA,"inoculation",0.333333333333333,0.000333333333333333
"SP","X1439",0,"",177,1,1,1,5,17,5,45,0,0,90,3,0,80,"SP seed","0",NA,NA,"inoculation",0.333333333333333,0.00333333333333333
"EG","X1408",0,"",178,1,2,1,0,2375,1,97.7777777777778,0,0,90,4,0,100,"BH seed","0",NA,NA,"fungicide",1,0.001
"EG","X1429",0,"",178,1,2,1,0,2375,1,97.7777777777778,0,0,90,4,0,100,"BH seed","0",NA,NA,"fungicide",1,0.004
"EG","X1426",0,"",179,0,3,1,3,5,1,25,5,150,10,0,0,80,"SP seed","0",NA,NA,"inoculation",0.666666666666667,0.000666666666666667
"SP","X1469",0,"",179,0,3,1,3,5,1,25,5,150,10,0,0,80,"SP seed","0",NA,NA,"inoculation",0.666666666666667,0.00666666666666667
"EG","X1471",0,"",45,0,3,6,2,24,1,9,0,6,25,6,0,6,"SP adult","0",NA,NA,"inoculation",1,0.001
"SP","X1474",0,"",45,0,3,6,2,24,1,9,0,6,25,6,0,6,"SP adult","0",NA,NA,"inoculation",1,0.01
"SP","X1479",0,"",180,1,1,1,0,450,14,7,0,5,16,0,0,20,"BD seed","0",NA,NA,"fungicide",0.333333333333333,0.000333333333333333
"EG","X1488",0,"",12,0.5,2,0.5,2,10.5,7,2.22222222222222,0,40,12.5,0,0,1,"All","0",NA,NA,"inoculation",1,0.007
"SP","X1484",0,"",12,0.5,2,0.5,2,10.5,7,2.22222222222222,0,40,12.5,0,0,1,"All","0",NA,NA,"inoculation",1,0.004
"SP","X1483",0,"",12,0.5,2,0.5,2,10.5,7,2.22222222222222,0,40,12.5,0,0,1,"All","0",NA,NA,"inoculation",1,0.0233333333333333
"EG","X1492",0,"",13,0.5,1,0.5,0,17.5,0.5,2.22222222222222,0,80,7.5,0,0,1,"All","0",NA,NA,"ambient",0.666666666666667,0.000666666666666667
"EG","X1494",0,"",14,0.5,3,0.5,0.5,8.88888888888889,0.5,5.55555555555556,0,120,7.5,0,0,1,"All","0",NA,NA,"fungicide",1,0.004
"BH","X1502",0,"",15,0.5,1.5,0.5,0,8,0.5,6,0,140,10,0,2.22222222222222,1,"All","0",NA,NA,"ambient",0.333333333333333,0.000333333333333333
"EG","X1501",0,"",15,0.5,1.5,0.5,0,8,0.5,6,0,140,10,0,2.22222222222222,1,"All","0",NA,NA,"ambient",1,0.001
"EG","X1534",0,"",16,0,1,0.5,1,5.5,0.5,3.5,0,140,10,0,4.44444444444444,1,"All","0",NA,NA,"inoculation",0.666666666666667,0.00366666666666667
"SP","X1535",0,"",16,0,1,0.5,1,5.5,0.5,3.5,0,140,10,0,4.44444444444444,1,"All","0",NA,NA,"inoculation",1,0.004
"EG","X1536",0,"",16,0,1,0.5,1,5.5,0.5,3.5,0,140,10,0,4.44444444444444,1,"All","0",NA,NA,"inoculation",1,0.001
"EG","X1538",0,"",17,0.5,2,0.5,0,9,3,11.1111111111111,0,90,17.5,0,0,1,"All","0",NA,NA,"ambient",1,0.001
"EG","X1544",0,"",18,0.5,1,0.5,1,4.44444444444444,0.5,8.88888888888889,0,45,60,0,20,1,"All","1",NA,NA,"inoculation",1,0.0173333333333333
"SP","X1548",0,"",18,0.5,1,0.5,1,4.44444444444444,0.5,8.88888888888889,0,45,60,0,20,1,"All","0",NA,NA,"inoculation",0.333333333333333,0.000333333333333333
"SP","X1553",0,"",19,0.5,1.5,0.5,0.5,11.5,1,10,0,100,50,0.5,2.5,1,"All","0",NA,NA,"inoculation",0.666666666666667,0.000666666666666667
"EG","X1559",0,"",20,0.5,1.5,0.5,0.5,75,0.5,13.3333333333333,0,25,120,0,0,1,"All","0",NA,NA,"fungicide",0.666666666666667,0.000666666666666667
"SP","X1560",0,"",20,0.5,1.5,0.5,0.5,75,0.5,13.3333333333333,0,25,120,0,0,1,"All","0",NA,NA,"fungicide",0.333333333333333,0.000333333333333333
"EG","X1507",0,"",21,0.5,3,0.5,0.5,40,3,7.77777777777778,14,30,25,0,0,1,"All","0",NA,NA,"fungicide",0,0
