"Species","Plant.ID","Seed.estimate","Notes","plot","EG.adult","EG.seed","SP.adult","SP.seed","BH","BD","Avena","FEMY","BRADIS","Forb","Fabaceae","GAST","Density","BG.spp","rust","prop.dam.mini","mean.dam.mini","treat","prop.dam","mean.dam"
"BD","X956",70,"",31,1,3,12,1,25,1,16.6666666666667,0,30,30,14,0,10,"SP adult","0",NA,NA,"ambient",1,0.05
"BD","X595",24,"",55,1,8,2,0,50,3,11.1111111111111,0,50,66.6666666666667,10,0,2,"SP adult","0",NA,NA,"inoculation",1,0.004
"BD","X510",71,"",1,0,1.5,3.5,1.5,19.4444444444444,2.5,11.1111111111111,80,33.3333333333333,20,26.6666666666667,0,1,"All","0",NA,NA,"fungicide",0.666666666666667,0.00366666666666667
"BD","X581",41,"",11,0.5,2,0.5,0.5,33.3333333333333,3,40,0,120,41.6666666666667,11.1111111111111,0,1,"All","0",NA,NA,"ambient",0.666666666666667,0.017
"BD","X572",190,"",10,0.5,2,0.5,0.5,36.6666666666667,2,11.1111111111111,15,160,16.6666666666667,19.4444444444444,0,1,"All","0",NA,NA,"fungicide",0.666666666666667,0.000666666666666667
"BD","X575",96,"",10,0.5,2,0.5,0.5,36.6666666666667,2,11.1111111111111,15,160,16.6666666666667,19.4444444444444,0,1,"All","0",NA,NA,"fungicide",1,0.0336666666666667
"BD","X590",11,"",240,1,1,6,5,12,8,50,0,13.8888888888889,15,5,0,40,"SP seed","0",NA,NA,"inoculation",0.333333333333333,0.000333333333333333
"BD","X571",101,"",9,0.5,2,0.5,0.5,50,4,17.7777777777778,60,15,4.44444444444444,73.3333333333333,0,1,"All","0",NA,NA,"fungicide",0.333333333333333,0.0166666666666667
"BD","X1869",103,"",26,0.5,1,0.5,0,15,0.5,33.3333333333333,3,100,13.3333333333333,0,16.6666666666667,1,"All","0",NA,NA,"inoculation",1,0.007
"BD","X1714",90,"",211,0,35,1,0,8,1,40,0,0,18,2,0,80,"EG seed","0",NA,NA,"ambient",NA,NA
"BD","X1216",288,"",139,0,3,1,2,16,2,10,0,180,12,0,0,10,"AB seed","0",NA,NA,"inoculation",0.666666666666667,0.000666666666666667
"BD","X1545",131,"",18,0.5,1,0.5,1,4.44444444444444,0.5,8.88888888888889,0,45,60,0,20,1,"All","1",NA,NA,"inoculation",1,0.05
"BD","X952",374,"",103,1,3,2,2,840,80,16.6666666666667,0,0,15,15,0,80,"BD seed","0",NA,NA,"inoculation",1,0.001
"BD","X1890",51,"",24,0.5,1,0,0,7.5,0.5,16.6666666666667,0,80,12.5,0.5,0,1,"All","0",NA,NA,"ambient",NA,NA
"BD","X934",18,"",100,1,2,6,2,560,38.8888888888889,27.7777777777778,10,80,200,16.6666666666667,0,100,"BD seed","0",NA,NA,"fungicide",0,0
"BD","X1689",66,"",201,5,0,1,1,17,1,1,0,5,5,0,3,6,"EG adults","0",NA,NA,"inoculation",1,0.05
"BD","X977",24,"",107,1,375,1,1,120,1,1,0,20,300,2,0,100,"EG seed","0",NA,NA,"ambient",0,0
"BD","X941",137,"",101,8,7,1,2,33.3333333333333,11,3,0,0,2,6,0,8,"EG adults","1",NA,NA,"ambient",1,0.01
"BD","X885",90,"",91,1,9,1,1,12,5,25,0,16.6666666666667,53.3333333333333,7,0,100,"AB seed","0",NA,NA,"inoculation",0.333333333333333,0.000333333333333333
"BD","X932",96,"",99,1,6,1,4,9,26.6666666666667,70,0,80,120,8,0,40,"BD seed","0",NA,NA,"ambient",NA,NA
"BD","X859",50,"",89,1,4,2,1,300,6,2,10,0,150,58.3333333333333,0,10,"SP seed","0",NA,NA,"inoculation",NA,NA
"BD","X907",82,"",95,1,7,1,10,13,4,5,0,140,3,16,0,40,"SP seed","0",NA,NA,"fungicide",0,0
"BD","X921",7,"",98,1,1,1,1,14,2,47.2222222222222,6,15,30,4,0,20,"AB seed","0",NA,NA,"ambient",0,0
"BD","X910",10,"",96,1,45,3,3,11,4,10,8,150,16.6666666666667,14,0,10,"EG seed","0",NA,NA,"fungicide",NA,NA
"BD","X917",35,"",97,1,10,1,2,17,70,110,0,60,11,14,0,80,"BD seed","0",NA,NA,"fungicide",0,0
"BD","X893",40,"",93,2,7,0,1,60,5,9,10,80,16,10,0,2,"EG adults","0",NA,NA,"fungicide",0,0
"BD","X1116",51,"",110,1,1,1,3,88.8888888888889,1,126.666666666667,0,60,22.2222222222222,1,0,80,"AB seed","0",NA,NA,"fungicide",0.5,5e-04
"BD","X856",84,"",88,0,240,1,7,40,5,8,0,0,13,31.1111111111111,0,40,"EG seed","0",NA,NA,"ambient",0.666666666666667,0.000666666666666667
"BD","X1118",35,"",50,0,11,1,1,16,3,11.1111111111111,0,60,0,8,0,4,"SP adult","0",NA,NA,"inoculation",0.666666666666667,0.000666666666666667
"BD","X899",29,"",94,0,9,1,6,18,4,22.2222222222222,20,100,12,9,0,100,"SP seed","0",NA,NA,"ambient",0.5,5e-04
"BD","X1550",88,"",19,0.5,1.5,0.5,0.5,11.5,1,10,0,100,50,0.5,2.5,1,"All","0",NA,NA,"inoculation",1,0.001
"BD","X1690",23,"",202,0,0,1,1,7,1,1,0,25,23,0,10,100,"SP seed","0",NA,NA,"inoculation",NA,NA
"BD","X1125",7,"",32,1,11,8,5,12,8,13,0,9,25,7,0,10,"SP adult","0",NA,NA,"ambient",NA,NA
"BD","X970",84,"",105,1,30,0,1,19,2,23.3333333333333,0,0,400,15.5555555555556,0,10,"EG seed","0",NA,NA,"inoculation",0,0
"BD","X891",10,"",92,2,1,1,1,640,2,5,20,90,80,13,0,80,"BH seed","0",NA,NA,"inoculation",NA,NA
"BD","X1102",26,"",108,1,8,1,3,53.3333333333333,6,17.7777777777778,0,33.3333333333333,19,0,0,100,"AB seed","0",NA,NA,"ambient",1,0.001
"BD","X1106",21,"",109,1,360,1,0,22.2222222222222,1,8,0,150,75,2,0,80,"EG seed","0",NA,NA,"fungicide",NA,NA
"BD","X282",225,"",187,1,5,1,0,12,66.1111111111111,5,0,80,41.6666666666667,0,4,80,"BD seed","0",NA,NA,"ambient",NA,NA
"BD","X877",90,"",90,1,3,1,6,83.3333333333333,1,14,0,80,40,9,0,80,"SP seed","0",NA,NA,"fungicide",0,0
"BD","X1130",35,"",111,1,5,1,2,9,11.1111111111111,38.8888888888889,0,80,20,8,0,20,"BD seed","0",NA,NA,"ambient",1,0.0255
"BD","X1611",254,"",188,1,2,1,1,10,5,0,0,200,4,0,0,10,"AB seed","0",NA,NA,"ambient",1,0.01
"BD","X1248",6,"",153,8,2,1,0,14,3,8,0,20,27,0,0,8,"EG adults","0",NA,NA,"inoculation",0,0
"BD","X989",78,"",113,1,10,3,4,33.3333333333333,22.2222222222222,26.6666666666667,0,225,14,18,0,20,"BD seed","0",NA,NA,"ambient",1,0.001
"BD","X1370",15,"",165,1,2,1,2,10,5,10,0,0,12,0,0,2,"EG adults","0",NA,NA,"fungicide",1,0.001
"BD","X792",24,"",83,1,7,1,1,16,3,17.7777777777778,0,40,22.2222222222222,2,0,40,"AB seed","0",NA,NA,"fungicide",0.666666666666667,0.000666666666666667
"BD","X635",7,"",66,4,2,2,2,13.3333333333333,1,9,0,90,10,10,0,8,"EG adults","0",NA,NA,"fungicide",0,0
"BD","X695",44,"",75,1,5,1,0,380,1,4,40,11.6666666666667,94.4444444444444,15,0,40,"BH seed","0",NA,NA,"fungicide",0,0
"BD","X853",43,"",43,0,3,7,1,75,17,10,0,0,13,9,0,6,"SP adult","0",NA,NA,"ambient",0.333333333333333,0.000333333333333333
"BD","X788",7,"",74,1,0,1,0,3,3,17,0,135,11,4,0,10,"EG seed","0",NA,NA,"ambient",0,0
"BD","X1314",35,"",145,1,1,1,4,17.7777777777778,5,7,6,5,26,2,0,10,"SP seed","0",NA,NA,"fungicide",NA,NA
"BD","X1061",28,"",124,1,40,1,3,420,2,22.2222222222222,0,0,12,1,0,10,"EG seed","0",NA,NA,"inoculation",0.5,0.005
"BD","X753",46,"",154,1,3,1,3,4,450,40,0,180,120,0,0,100,"BD seed","0",NA,NA,"inoculation",NA,NA
"BD","X1175",30,"",133,1,70,1,1,12,12,35.5555555555556,0,0,40,17,0,80,"EG seed","0",NA,NA,"inoculation",NA,NA
"BD","X702",49,"",76,1,60,3,3,16.6666666666667,1,3,0,120,150,8,0,20,"EG seed","0",NA,NA,NA,NA,NA
"BD","X1187",5,"",135,1,5,1,0,17,1,41.6666666666667,0,75,3,0,0,80,"AB seed","0",NA,NA,"inoculation",NA,NA
"BD","X1154",39,"",130,7,3,2,0,9,2,8.88888888888889,0,0,40,3,0,10,"EG adults","0",NA,NA,"ambient",1,0.01
"BD","X1183",47,"",134,3,6,1,3,23,3,6,0,120,26,0,0,4,"EG adults","0",NA,NA,"inoculation",0.333333333333333,0.000333333333333333
"BD","X804",100,"",85,2,7,1,7,73.8888888888889,4,16,0,0,50,16,0,4,"EG adults","0",NA,NA,"ambient",NA,NA
"BD","X1197",44,"",137,8,10,1,8,40,7,11,0,16.6666666666667,2,4,0,10,"EG adults","0",NA,NA,"fungicide",NA,NA
"BD","X1162",131,"",39,0,4,8,2,21,1,14,0,0,60,5,0,8,"SP adult","0",NA,NA,"fungicide",1,0.004
"BD","X1493",17,"",13,0.5,1,0.5,0,17.5,0.5,2.22222222222222,0,80,7.5,0,0,1,"All","0",NA,NA,"ambient",NA,NA
"BD","X1498",12,"",14,0.5,3,0.5,0.5,8.88888888888889,0.5,5.55555555555556,0,120,7.5,0,0,1,"All","0",NA,NA,"fungicide",NA,NA
"BD","X1482",47,"",180,1,1,1,0,450,14,7,0,5,16,0,0,20,"BD seed","0",NA,NA,"fungicide",0.333333333333333,0.000333333333333333
"BD","X1486",80,"",12,0.5,2,0.5,2,10.5,7,2.22222222222222,0,40,12.5,0,0,1,"All","0",NA,NA,"inoculation",0.333333333333333,0.000333333333333333
"BD","X1806",15,"",234,0,26.6666666666667,1,0,8,3,18,0,50,11,0,0,80,"EG seed","0",NA,NA,"inoculation",NA,NA
"BD","X1207",17,"",138,0,7,1,1,2470,2,14,0,60,2,0,0,80,"BH seed","0",NA,NA,"ambient",NA,NA
"BD","X1425",49,"",179,0,3,1,3,5,1,25,5,150,10,0,0,80,"SP seed","0",NA,NA,"inoculation",NA,NA
"BD","X1292",15,"",148,1,1,1,1,1615,0,33.3333333333333,75,30,80,2,0,40,"BH seed","0",NA,NA,"inoculation",NA,NA
"BD","X1235",53,"",142,1,160,0,0,60,8,10,0,150,16,0,0,40,"EG seed","0",NA,NA,"fungicide",NA,NA
"BD","X1244",3,"",143,0,60,1,1,120,5,33.3333333333333,8,0,120,12,0,20,"EG seed","0",NA,NA,"ambient",0.333333333333333,0.000333333333333333
"BD","X1373",34,"",166,1,0,1,8,14,12,8,0,20,17,0,0,100,"SP seed","0",NA,NA,"fungicide",NA,NA
"BD","X1333",34,"",59,0,2,4,2,16.6666666666667,5,22.2222222222222,0,13.3333333333333,120,0,0,2,"SP adult","0",NA,NA,"ambient",0,0
"BD","X1239",83,"",51,1,8,5,2,26.6666666666667,4,8,5,6,10,2,0,4,"SP adult","0",NA,NA,"fungicide",0.666666666666667,0.000666666666666667
"BD","X1387",18,"",169,1,5,1,1,7,1,46.6666666666667,0,80,15,0,0,40,"AB seed","0",NA,NA,"fungicide",NA,NA
"BD","X1170",54,"",38,1,5,8,0,27,1,11,0,0,50,7,0,8,"SP adult","0",NA,NA,"ambient",0,0
"BD","X1323",95,"",155,0,4,1,0,12,50,14,0,240,11,2,0,20,"BD seed","0",NA,NA,"inoculation",NA,NA
"BD","X778",37,"",73,1,8,1,0,17,4,18,0,75,30,26,0,40,"EG seed","0",NA,NA,"fungicide",0,0
"BD","X1081",16,"",127,1,6,1,1,12,1,16.6666666666667,0,150,0,11,0,80,"AB seed","0",NA,NA,"ambient",NA,NA
"BD","X647",13,"",68,1,4,1,0,1330,2,13,0,9,6,12,0,20,"BH seed","0",NA,NA,"ambient",1,0.001
"BD","X1415",61,"",164,1,33.3333333333333,2,2,33.3333333333333,2,6,10,0,20,0,0,20,"EG seed","0",NA,NA,"fungicide",NA,NA
"BD","X814",14,"",37,1,4,7,6,6,5,4,0,1.2,15,12,0,8,"SP adult","0",NA,NA,"inoculation",1,0.001
"BD","X1359",19,"",152,8,7,1,2,16,8,16,0,40,17,1,0,10,"EG adults","0",NA,NA,"ambient",NA,NA
"BD","X1270",16,"",151,1,1,1,1,14,9,8,0,50,2,6,0,10,"BD seed","0",NA,NA,"fungicide",NA,NA
"BD","X1146",37,"",44,0,6,5,1,27,0,17,0,0,60,7,0,6,"SP adult","0",NA,NA,"inoculation",NA,NA
"BD","X1420",121,"",174,1,5,1,0,20,1,8,0,0,35,0,2,20,"AB seed","0",NA,NA,"fungicide",NA,NA
"BD","X1159",86,"",57,1,0,0,1,55.5555555555556,7,8.88888888888889,0,0,20,3,0,2,"SP adult","1",NA,NA,"fungicide",1,0.01
"BD","X660",6,"",70,0,33.3333333333333,1,1,40,1,9,0,100,10,7,0,80,"EG seed","0",NA,NA,"ambient",NA,NA
"BD","X716",62,"",79,1,60,1,0,10,1,11,10,350,6,9,0,80,"EG seed","0",NA,NA,"fungicide",0.333333333333333,0.000333333333333333
"BD","X1328",22,"",158,0,8,1,7,24,2,7,0,15,20,0,0,10,"SP seed","0",NA,NA,"inoculation",0.666666666666667,0.000666666666666667
"BD","X820",13,"",86,1,4,1,4,80,1,14,0,0,240,0,0,10,"SP seed","1",NA,NA,"ambient",0,0
"BD","X799",13,"",84,5,4,1,1,35.5555555555556,8,20,0,120,20,6,0,8,"EG adults","0",NA,NA,"ambient",0,0
"BD","X736",6,"",82,1,3,1,0,15,0,50,0,150,100,5,0,100,"AB seed","0",NA,NA,"ambient",NA,NA
"BD","X1345",17,"",160,1,2,1,1,16.6666666666667,2,8.33333333333333,0,6,15,2,0,100,"AB seed","0",NA,NA,"fungicide",NA,NA
"BH","X1540",17,"",17,0.5,2,0.5,0,9,3,11.1111111111111,0,90,17.5,0,0,1,"All","1",NA,NA,"ambient",1,0.004
"BH","X1642",20,"",200,1,0,1,0,11,0,31.1111111111111,0,10,1,0,0,100,"AB seed","0",NA,NA,"inoculation",0,0
"BH","X1131",10,"",111,1,5,1,2,9,11.1111111111111,38.8888888888889,0,80,20,8,0,20,"BD seed","0",NA,NA,"ambient",0,0
"BH","X1634",24,"",199,0,1,4,2,0,10,8,0,60,8,0,0,40,"BD seed","0",NA,NA,"ambient",NA,NA
"BH","X982",54,"",112,1,5,1,0,1235,1,66.1111111111111,0,30,12,15,0,40,"BH seed","0",NA,NA,"ambient",0,0
"BH","X1723",16,"",41,1,1,8,1,8,0,33.3333333333333,0,50,1,0,0,8,"SP adult","0",NA,NA,"ambient",0.5,5e-04
"BH","X1015",373,"",117,3,2,2,4,12,4,10,5,0,50,5,0,4,"EG adults","0",NA,NA,"fungicide",0.666666666666667,0.000666666666666667
"BH","X1551",86,"",19,0.5,1.5,0.5,0.5,11.5,1,10,0,100,50,0.5,2.5,1,"All","0",NA,NA,"inoculation",0,0
"BH","X1062",36,"",124,1,40,1,3,420,2,22.2222222222222,0,0,12,1,0,10,"EG seed","0",NA,NA,"inoculation",NA,NA
"BH","X1485",25,"",12,0.5,2,0.5,2,10.5,7,2.22222222222222,0,40,12.5,0,0,1,"All","0",NA,NA,"inoculation",1,0.001
"BH","X1491",792,"",13,0.5,1,0.5,0,17.5,0.5,2.22222222222222,0,80,7.5,0,0,1,"All","0",NA,NA,"ambient",0,0
"BH","X597",32,"",55,1,8,2,0,50,3,11.1111111111111,0,50,66.6666666666667,10,0,2,"SP adult","0",NA,NA,"inoculation",0.666666666666667,0.00666666666666667
"BH","X555",141,"",7,0,1.5,0.5,0,16.6666666666667,3,11.1111111111111,100,100,2.77777777777778,33.3333333333333,0,1,"All","0",NA,NA,"inoculation",0.666666666666667,0.000666666666666667
"BH","X548",31,"",6,0,2.5,2,1.5,13.3333333333333,0.5,6.66666666666667,15,120,2.22222222222222,11.1111111111111,0,1,"All","0",NA,NA,"inoculation",0,0
"BH","X544",29,"",5,0,3,1,0.5,40,2,5,0,225,15,11.1111111111111,0,1,"All","0",NA,NA,"ambient",0.333333333333333,0.00333333333333333
"BH","X1605",54,"",194,1,4,1,1,10,66.6666666666667,11,20,20,20,4,0,80,"BD seed","0",NA,NA,"fungicide",0,0
"BH","X536",52,"",4,0,2,2.5,0.5,8,0.5,7.5,50,300,2.77777777777778,11.1111111111111,0,1,"All","0",NA,NA,"ambient",1,0.0203333333333333
"BH","X529",92,"",3,0.5,2.5,1.5,0.5,20,0,16.6666666666667,180,100,33.3333333333333,26.6666666666667,0,1,"All","0",NA,NA,"fungicide",0,0
"BH","X1594",17,"TOO LIGHT; <0.01",186,1,2,1,0,12,0,3,0,23,14,0,5,10,"AB seed","0",NA,NA,"fungicide",0,0
"BH","X1572",6,"",183,1,2,1,0,12,1,23.3333333333333,0,70,0,0,0,80,"AB seed","0",NA,NA,"fungicide",NA,NA
"BH","X1601",36,"",193,1,1,1,0,2790,0,26.6666666666667,30,0,16,4,0,100,"BH seed","0",NA,NA,"inoculation",NA,NA
"BH","X521",4,"",2,1,1.5,2,1.5,55.5555555555556,2,26.6666666666667,40,55.5555555555556,31.1111111111111,13.3333333333333,0,1,"All","0",NA,NA,"ambient",0.666666666666667,0.017
"BH","X1757",19,"TOO LIGHT; <0.01",220,0,1,0,0,8,0,53.3333333333333,0,15,8,0,0,80,"AB seed","0",NA,NA,"ambient",NA,NA
"BH","X578",61,"",1,0,1.5,3.5,1.5,19.4444444444444,2.5,11.1111111111111,80,33.3333333333333,20,26.6666666666667,0,1,"All","0",NA,NA,"fungicide",1,0.05
"BH","X1586",26,"TOO LIGHT; <0.01",185,2,4,1,1,21,1,7,0,40,6,0,0,2,"EG adults","0",NA,NA,"inoculation",0,0
"BH","X810",25,"",49,1,6,3,0,46.6666666666667,6,8.33333333333333,40,50,25,6,0,4,"SP adult","0",NA,NA,"fungicide",0,0
"BH","X566",156,"",9,0.5,2,0.5,0.5,50,4,17.7777777777778,60,15,4.44444444444444,73.3333333333333,0,1,"All","0",NA,NA,"fungicide",0.666666666666667,0.02
"BH","X1577",19,"",184,1,2,3,2,10,240,5,0,204.545454545455,6,0,0,80,"BD seed","0",NA,NA,"inoculation",0,0
"BH","X1850",18,"TOO LIGHT; <0.01",29,0,2.5,0.5,0,3,0.5,8.88888888888889,0,106.666666666667,11.1111111111111,0,6.66666666666667,1,"All","0",NA,NA,"inoculation",0,0
"BH","X1596",95,"",192,0,0,1,1,2185,1,19,15,0,9,0,0,80,"BH seed","0",NA,NA,"inoculation",NA,NA
"BH","X584",47,"",11,0.5,2,0.5,0.5,33.3333333333333,3,40,0,120,41.6666666666667,11.1111111111111,0,1,"All","0",NA,NA,"ambient",0.333333333333333,0.000333333333333333
"BH","X1472",72,"",45,0,3,6,2,24,1,9,0,6,25,6,0,6,"SP adult","0",NA,NA,"inoculation",NA,NA
"BH","X157",11,"",224,1,1,1,1,2550,0,26.6666666666667,0,0,8,4,0,100,"BH seed","0",0.333333333,0.08333333333,"ambient",NA,NA
"BH","X765",51,"",182,1,1,1,2,1995,1,14,0,30,5,0,0,100,"BH seed","0",NA,NA,"fungicide",NA,NA
"BH","X1805",14,"TOO LIGHT; <0.01",234,0,26.6666666666667,1,0,8,3,18,0,50,11,0,0,80,"EG seed","0",NA,NA,"inoculation",NA,NA
"BH","X1664",7,"TOO LIGHT; <0.01",197,1,2,1,1,8,0,40,0,0,12,4,0,100,"AB seed","0",NA,NA,"fungicide",NA,NA
"BH","X1854",53,"",30,0,0.5,0.5,0,4,0,44.4444444444444,0,150,8,0,16.6666666666667,1,"All","0",NA,NA,"fungicide",0,0
"BH","X1529",60,"",177,1,1,1,5,17,5,45,0,0,90,3,0,80,"SP seed","0",NA,NA,"inoculation",1,0.01
"BH","X631",74,"",65,1,80,1,2,6,0,31.1111111111111,0,200,22,13,0,100,"EG seed","0",NA,NA,"inoculation",0.333333333333333,0.000333333333333333
"BH","X1777",50,"",229,1,1,1,1,1600,1,20,0,0,40,0,0,80,"BH seed","0",NA,NA,"fungicide",NA,NA
"BH","X1866",58,"",26,0.5,1,0.5,0,15,0.5,33.3333333333333,3,100,13.3333333333333,0,16.6666666666667,1,"All","0",NA,NA,"inoculation",0.5,0.005
"BH","X586",33,"",240,1,1,6,5,12,8,50,0,13.8888888888889,15,5,0,40,"SP seed","0",NA,NA,"inoculation",0,0
"BH","X1027",77,"",119,1,5,3,7,90,4,7,0,0,70,6,0,20,"SP seed","0",NA,NA,"inoculation",0,0
"BH","X562",59,"",8,0.5,3.5,2,1.5,400,2,6.5,15,0,53.3333333333333,23.3333333333333,0,1,"All","0",NA,NA,"ambient",0,0
"BH","X1816",166,"",53,1,1,1,0,10,0,8,0,0,8,0,0,4,"SP adult","0",NA,NA,"ambient",NA,NA
"BH","X1330",342,"",158,0,8,1,7,24,2,7,0,15,20,0,0,10,"SP seed","0",NA,NA,"inoculation",0.5,5e-04
"BH","X1238",43,"",51,1,8,5,2,26.6666666666667,4,8,5,6,10,2,0,4,"SP adult","0",NA,NA,"fungicide",0.333333333333333,0.00333333333333333
"BH","X1050",69,"",122,1,7,1,1,16.6666666666667,13.3333333333333,16.6666666666667,0,100,10,2,0,20,"BD seed","0",NA,NA,"fungicide",0,0
"BH","X617",53,"",63,1,5,1,2,3,7,17,0,160,39,11,0,10,"BD seed","0",NA,NA,"fungicide",0.333333333333333,0.000333333333333333
"BH","X973",26,"",106,0,1,1,0,18,61.1111111111111,20,0,75,16,30,0,10,"BD seed","0",NA,NA,"ambient",0,0
"BH","X1058",46,"",123,1,5,1,2,990,3,17.7777777777778,0,30,20,6,0,10,"BH seed","0",NA,NA,"inoculation",0,0
"BH","X939",23,"",101,8,7,1,2,33.3333333333333,11,3,0,0,2,6,0,8,"EG adults","0",NA,NA,"ambient",0,0
"BH","X948",53,"",103,1,3,2,2,840,80,16.6666666666667,0,0,15,15,0,80,"BD seed","0",NA,NA,"inoculation",0.333333333333333,0.000333333333333333
"BH","X944",148,"",102,1,7,1,0,44.4444444444444,124.444444444444,46.6666666666667,0,0,2,10,0,100,"BD seed","0",NA,NA,"fungicide",0.333333333333333,0.000333333333333333
"BH","X1459",24,"TOO LIGHT; <0.01",172,1,30,1,1,10,3,9,0,120,12,0,0,20,"EG seed","0",NA,NA,"ambient",0,0
"BH","X1459",27,"",14,0.5,3,0.5,0.5,8.88888888888889,0.5,5.55555555555556,0,120,7.5,0,0,1,"All","0",NA,NA,"ambient",0,0
"BH","X971",46,"",105,1,30,0,1,19,2,23.3333333333333,0,0,400,15.5555555555556,0,10,"EG seed","0",NA,NA,"inoculation",0,0
"BH","X1843",88,"",28,0.5,1.5,0,0,2,2,11.1111111111111,0,116.666666666667,11.1111111111111,0,13.3333333333333,1,"All","0",NA,NA,"fungicide",NA,NA
"BH","X963",119,"",104,1,2,2,10,30,1,0,25,0,160,4,0,10,"SP seed","0",NA,NA,"ambient",0.333333333333333,0.000333333333333333
"BH","X955",44,"",31,1,3,12,1,25,1,16.6666666666667,0,30,30,14,0,10,"SP adult","0",NA,NA,"ambient",1,0.001
"BH","X930",42,"",99,1,6,1,4,9,26.6666666666667,70,0,80,120,8,0,40,"BD seed","0",NA,NA,"ambient",NA,NA
"BH","X1741",46,"",215,1,3,1,1,19,1,4,0,66.6666666666667,25,0,0,80,"SP seed","0",NA,NA,"fungicide",0,0
"BH","X1878",30,"",25,0,1,0,0,5.5,1,41.6666666666667,4,80,11.1111111111111,0,11.1111111111111,1,"All","0",NA,NA,"inoculation",0,0
"BH","X1394",94,"",170,1,180,1,1,14,2,2,0,200,46.6666666666667,0,8.88888888888889,100,"EG seed","0",NA,NA,"ambient",NA,NA
"BH","X935",34,"",100,1,2,6,2,560,38.8888888888889,27.7777777777778,10,80,200,16.6666666666667,0,100,"BD seed","0",NA,NA,"fungicide",0.5,5e-04
"BH","X1447",125,"",175,2,2,1,3,18,3,5,0,0,36.6666666666667,0,0,2,"EG adults","1",NA,NA,"ambient",1,0.0055
"BH","X1458",14,"",173,1,7,1,2,5,630,13.8888888888889,0,0,30,2,0,100,"BD seed","0",NA,NA,"inoculation",NA,NA
"BH","X1278",98,"",157,5,3,1,2,22,8,12,0,100,30,0,0,6,"EG adults","0",NA,NA,"ambient",NA,NA
"BH","X912",35,"",96,1,45,3,3,11,4,10,8,150,16.6666666666667,14,0,10,"EG seed","0",NA,NA,"fungicide",NA,NA
"BH","X1517",24,"",181,1,18,1,0,1,6,22.2222222222222,0,100,1,0,0,10,"EG seed","0",NA,NA,"fungicide",NA,NA
"BH","X1528",36,"",21,0.5,3,0.5,0.5,40,3,7.77777777777778,14,30,25,0,0,1,"All","0",NA,NA,"fungicide",0,0
"BH","X1442",39,"",176,7,1,1,1,24,4,20,0,0,30,2,0,8,"EG adults","0",NA,NA,"fungicide",0,0
"BH","X1145",103,"",131,1,7,6,0,17,7,17.7777777777778,0,0,90,5,0,2,"EG adults","0",NA,NA,"inoculation",NA,NA
"BH","X918",11,"TOO LIGHT; <0.01",97,1,10,1,2,17,70,110,0,60,11,14,0,80,"BD seed","0",NA,NA,"fungicide",0,0
"BH","X926",4,"TOO LIGHT; <0.01",98,1,1,1,1,14,2,47.2222222222222,6,15,30,4,0,20,"AB seed","0",NA,NA,"ambient",0,0
"BH","X1656",104,"",196,0,2,1,0,1020,3,26.6666666666667,0,5,15,3,0,20,"BH seed","0",NA,NA,"ambient",NA,NA
"BH","X903",46,"",95,1,7,1,10,13,4,5,0,140,3,16,0,40,"SP seed","0",NA,NA,"fungicide",NA,NA
"BH","X1135",168,"",129,1,6,2,9,11,1,6,0,120,23,1,0,80,"SP seed","0",NA,NA,"ambient",NA,NA
"BH","X1827",148,"TOO LIGHT; <0.01",23,0.5,3,0.5,1,10.5,0.5,41.6666666666667,40,41.6666666666667,13.8888888888889,0,0.555555555555556,1,"All","0",NA,NA,"fungicide",NA,NA
"BH","X1875",4,"",24,0.5,1,0,0,7.5,0.5,16.6666666666667,0,80,12.5,0.5,0,1,"All","0",NA,NA,"ambient",0,0
"BH","X1836",210,"",27,0.5,1,0.5,1,3.5,0.5,22.2222222222222,0,100,5,0,8.88888888888889,1,"All","0",NA,NA,"inoculation",0.666666666666667,0.00366666666666667
"BH","X901",22,"",94,0,9,1,6,18,4,22.2222222222222,20,100,12,9,0,100,"SP seed","0",NA,NA,"ambient",0,0
"BH","X1652",23,"",195,6,6,1,1,10,1,17.7777777777778,9,0,15,3,0,6,"EG adults","0",NA,NA,"fungicide",NA,NA
"BH","X897",25,"",93,2,7,0,1,60,5,9,10,80,16,10,0,2,"EG adults","0",NA,NA,"fungicide",0.333333333333333,0.000333333333333333
"BH","X1099",26,"",107,1,375,1,1,120,1,1,0,20,300,2,0,100,"EG seed","0",NA,NA,"ambient",0.5,5e-04
"BH","X789",44,"",83,1,7,1,1,16,3,17.7777777777778,0,40,22.2222222222222,2,0,40,"AB seed","0",NA,NA,"fungicide",0,0
"BH","X892",55,"",92,2,1,1,1,640,2,5,20,90,80,13,0,80,"BH seed","0",NA,NA,"inoculation",0.5,5e-04
"BH","X1123",1,"",32,1,11,8,5,12,8,13,0,9,25,7,0,10,"SP adult","0",NA,NA,"ambient",0.333333333333333,0.0833333333333333
"BH","X1119",19,"TOO LIGHT; <0.01",50,0,11,1,1,16,3,11.1111111111111,0,60,0,8,0,4,"SP adult","0",NA,NA,"inoculation",1,0.001
"BH","X1104",64,"",108,1,8,1,3,53.3333333333333,6,17.7777777777778,0,33.3333333333333,19,0,0,100,"AB seed","0",NA,NA,"ambient",0.666666666666667,0.000666666666666667
"BH","X1473",128,"",45,0,3,6,2,24,1,9,0,6,25,6,0,6,"SP adult","0",NA,NA,"inoculation",0.5,5e-04
