"Species","Plant.ID","Seed.estimate","Notes","plot","EG.adult","SP.adult","BH","BD","Avena","Forb","Fabaceae","BRADIS","FEMY","POA","treat","Plot","trans","ind","rust","prop.dam.mini","mean.dam.mini","prop.dam","mean.dam"
"EG","X417",178,"","3.A.ambient",1,9,5,2,23.3333333333333,80,0,0,0,0,"ambient","A",3,"3.A.ambient.X417","0",NA,NA,1,0.004
"EG","EG1",53,"","5.C.ambient",8,1,125,2,10,900,6.66666666666667,0,0,0,"ambient","C",5,"5.C.ambient.EG1","0",NA,NA,1,0.0055
"EG","EG3",305,"","5.C.ambient",8,1,125,2,10,900,6.66666666666667,0,0,0,"ambient","C",5,"5.C.ambient.EG3","0",NA,NA,1,0.004
"EG","EG2",37,"","5.C.ambient",8,1,125,2,10,900,6.66666666666667,0,0,0,"ambient","C",5,"5.C.ambient.EG2","0",NA,NA,0.666666666666667,0.000666666666666667
"EG","X191",335,"","5.E.ambient",0,0,133.333333333333,8,53.3333333333333,66.6666666666667,15,0,0,0,"ambient","E",5,"5.E.ambient.X191","0",1,0.03516666667,1,0.01
"EG","X406",96,"","5.E.ambient",0,0,133.333333333333,8,53.3333333333333,66.6666666666667,15,0,0,0,"ambient","E",5,"5.E.ambient.X406","0",NA,NA,0.666666666666667,0.00366666666666667
"EG","X194",177,"","5.A.fungicide",12,3,0,11.1111111111111,11.1111111111111,62.2222222222222,0,0,3,0,"fungicide","A",5,"5.A.fungicide.X194","0",0.333333333,0.00033333333,0.666666666666667,0.000666666666666667
"EG","X192",785,"","5.A.fungicide",12,3,0,11.1111111111111,11.1111111111111,62.2222222222222,0,0,3,0,"fungicide","A",5,"5.A.fungicide.X192","0",0,0,1,0.001
"BD","BD1",8,"","3.E.fungicide",1,1,0,0,210,180,11.1111111111111,450,0,0,"fungicide","E",3,"3.E.fungicide.BD1","0",NA,NA,NA,NA
"BH","BH2",4,"<0.01; TOO LIGHT TO REGISTER","4.A.ambient",0,12,0,0,30,15,4,1,0,0,"ambient","A",4,"4.A.ambient.BH2","0",NA,NA,NA,NA
"EG","X448",207,"","6.A.ambient",11,5,320,1,71.1111111111111,600,1,0,0,0,"ambient","A",6,"6.A.ambient.X448","0",NA,NA,1,0.004
"EG","EG3",44,"","6.A.fungicide",6,8,300,350,100,10,4,0,0,0,"fungicide","A",6,"6.A.fungicide.EG3","0",NA,NA,0.333333333333333,0.000333333333333333
"BD","BD1",17,"","8.E.inoculation",3,0,0,2,100,200,0,0,0,0,"inoculation","E",8,"8.E.inoculation.BD1","0",NA,NA,NA,NA
"BH","BH1",5,"","4.A.ambient",0,12,0,0,30,15,4,1,0,0,"ambient","A",4,"4.A.ambient.BH1","0",NA,NA,NA,NA
"EG","EG1",556,"","8.A.inoculation",1,9,16.6666666666667,0,1,200,0,0,60,0,"inoculation","A",8,"8.A.inoculation.EG1","0",NA,NA,NA,NA
"BH","BH3",3,"<0.01; TOO LIGHT TO REGISTER","4.E.inoculation",0,3,960,44.4444444444444,35.5555555555556,12,450,0,0,0,"inoculation","E",4,"4.E.inoculation.BH3","0",NA,NA,NA,NA
"BH","BH2",3,"<0.01; TOO LIGHT TO REGISTER","4.E.inoculation",0,3,960,44.4444444444444,35.5555555555556,12,450,0,0,0,"inoculation","E",4,"4.E.inoculation.BH2","0",NA,NA,NA,NA
"BH","BH1",5,"<0.01; TOO LIGHT TO REGISTER","4.E.inoculation",0,3,960,44.4444444444444,35.5555555555556,12,450,0,0,0,"inoculation","E",4,"4.E.inoculation.BH1","0",NA,NA,NA,NA
"BD","BD1",9,"","4.E.inoculation",0,3,960,44.4444444444444,35.5555555555556,12,450,0,0,0,"inoculation","E",4,"4.E.inoculation.BD1","0",NA,NA,NA,NA
"EG","EG2",553,"","5.C.ambient",8,1,125,2,10,900,6.66666666666667,0,0,0,"ambient","C",5,"5.C.ambient.EG2","0",NA,NA,0.666666666666667,0.000666666666666667
"BH","BH2",3,"<0.01; TOO LIGHT TO REGISTER","4.C.fungicide",0,10,40,0,133.333333333333,0,250,1,0,0,"fungicide","C",4,"4.C.fungicide.BH2","0",NA,NA,NA,NA
"BH","BH3",7,"<0.01; TOO LIGHT TO REGISTER","4.C.ambient",1,9,400,40,18,200,75,0,0,0,"ambient","C",4,"4.C.ambient.BH3","0",NA,NA,NA,NA
"BH","BH3",2,"","4.E.fungicide",0,4,373.333333333333,175,15,18,240,0,0,0,"fungicide","E",4,"4.E.fungicide.BH3","0",NA,NA,NA,NA
"EG","EG240",767,"","6.E.ambient",1,1,800,66.6666666666667,266.666666666667,100,0,0,0,160,"ambient","E",6,"6.E.ambient.EG240","0",NA,NA,1,0.007
"BH","BH1",7,"","4.C.fungicide",0,10,40,0,133.333333333333,0,250,1,0,0,"fungicide","C",4,"4.C.fungicide.BH1","0",NA,NA,NA,NA
"EG","EG1",83,"","6.A.fungicide",6,8,300,350,100,10,4,0,0,0,"fungicide","A",6,"6.A.fungicide.EG1","0",NA,NA,0.333333333333333,0.000333333333333333
"EG","X482",107,"","8.A.ambient",6,8,100,1,2,400,0,0,0,0,"ambient","A",8,"8.A.ambient.X482","0",NA,NA,1,0.0336666666666667
"EG","X193",41,"","5.A.fungicide",12,3,0,11.1111111111111,11.1111111111111,62.2222222222222,0,0,3,0,"fungicide","A",5,"5.A.fungicide.X193","0",0.166666667,0.00016666667,0.333333333333333,0.000333333333333333
"EG","X394",115,"","5.A.ambient",22,0,0,53.3333333333333,6,53.3333333333333,0,0,0,0,"ambient","A",5,"5.A.ambient.X394","0",NA,NA,1,0.001
"EG","X188",258,"","5.A.ambient",22,0,0,53.3333333333333,6,53.3333333333333,0,0,0,0,"ambient","A",5,"5.A.ambient.X188","0",1,0.03383333333,1,0.01
"BD","BD2",6,"","5.A.inoculation",6,12,4,3,7,83.3333333333333,4,0,0,0,"inoculation","A",5,"5.A.inoculation.BD2","0",NA,NA,NA,NA
"EG","X186",153,"","5.A.ambient",22,0,0,53.3333333333333,6,53.3333333333333,0,0,0,0,"ambient","A",5,"5.A.ambient.X186","0",1,0.0055,1,0.001
"BD","BD1",6,"","5.A.inoculation",6,12,4,3,7,83.3333333333333,4,0,0,0,"inoculation","A",5,"5.A.inoculation.BD1","0",NA,NA,NA,NA
"EG","EG3",71,"","8.C.inoculation",8,4,1,100,3,5,0,0,0,0,"inoculation","C",8,"8.C.inoculation.EG3","0",NA,NA,1,0.03
"BD","BD2",7,"","4.E.fungicide",0,4,373.333333333333,175,15,18,240,0,0,0,"fungicide","E",4,"4.E.fungicide.BD2","0",NA,NA,NA,NA
"BD","BD3",56,"","4.E.fungicide",0,4,373.333333333333,175,15,18,240,0,0,0,"fungicide","E",4,"4.E.fungicide.BD3","0",NA,NA,NA,NA
"EG","X191",111,"","5.A.inoculation",6,12,4,3,7,83.3333333333333,4,0,0,0,"inoculation","A",5,"5.A.inoculation.X191","0",1,0.03516666667,1,0.0233333333333333
"EG","EG",76,"","8.E.fungicide",0,0,3,27.7777777777778,60,240,0,0,75,0,"fungicide","E",8,"8.E.fungicide.EG","0",NA,NA,NA,NA
"BD","BD1",13,"","4.C.inoculation",1,8,4,0,175,60,280,0,0,0,"inoculation","C",4,"4.C.inoculation.BD1","0",NA,NA,NA,NA
"BH","BH2",3,"<0.01; TOO LIGHT TO REGISTER","4.E.fungicide",0,4,373.333333333333,175,15,18,240,0,0,0,"fungicide","E",4,"4.E.fungicide.BH2","0",NA,NA,NA,NA
"BD","BD2",52,"","5.A.fungicide",12,3,0,11.1111111111111,11.1111111111111,62.2222222222222,0,0,3,0,"fungicide","A",5,"5.A.fungicide.BD2","0",NA,NA,NA,NA
"EG","X190",87,"","5.A.inoculation",6,12,4,3,7,83.3333333333333,4,0,0,0,"inoculation","A",5,"5.A.inoculation.X190","0",1,0.03666666667,1,0.007
"EG","EG1",261,"","8.E.inoculation",3,0,0,2,100,200,0,0,0,0,"inoculation","E",8,"8.E.inoculation.EG1","0",NA,NA,1,0.0666666666666667
"EG","X189",178,"","5.A.inoculation",6,12,4,3,7,83.3333333333333,4,0,0,0,"inoculation","A",5,"5.A.inoculation.X189","0",1,0.06666666667,1,0.0203333333333333
"BD","X392",1,"<0.01; TOO LIGHT TO REGISTER","5.A.ambient",22,0,0,53.3333333333333,6,53.3333333333333,0,0,0,0,"ambient","A",5,"5.A.ambient.X392","0",NA,NA,NA,NA
"BD","BD3",15,"","4.C.inoculation",1,8,4,0,175,60,280,0,0,0,"inoculation","C",4,"4.C.inoculation.BD3","0",NA,NA,NA,NA
"BD","BD1",15,"","1.C.fungicide",1,3,0,4,124.444444444444,80,0,320,0,0,"fungicide","C",1,"1.C.fungicide.BD1","0",NA,NA,NA,NA
"BD","X391",3,"","5.A.ambient",22,0,0,53.3333333333333,6,53.3333333333333,0,0,0,0,"ambient","A",5,"5.A.ambient.X391","0",NA,NA,NA,NA
"EG","5C",329,"CHECK PLANT ID #","5.C.fungicide",0,15,50,7,22.2222222222222,186.666666666667,0,240,0,0,"fungicide","C",5,"5.C.fungicide.5C","0",NA,NA,NA,NA
"BH","BH1",7,"","4.C.inoculation",1,8,4,0,175,60,280,0,0,0,"inoculation","C",4,"4.C.inoculation.BH1","0",NA,NA,NA,NA
"EG","EG2",47,"","8.A.ambient",6,8,100,1,2,400,0,0,0,0,"ambient","A",8,"8.A.ambient.EG2","0",NA,NA,0.666666666666667,0.00366666666666667
"BD","BD2",8,"","4.C.inoculation",1,8,4,0,175,60,280,0,0,0,"inoculation","C",4,"4.C.inoculation.BD2","0",NA,NA,NA,NA
"BD","BD3",11,"","4.A.fungicide",0,12,266.666666666667,4,133.333333333333,0,0,10,0,0,"fungicide","A",4,"4.A.fungicide.BD3","0",NA,NA,NA,NA
"BD","BH2",25,"","4.C.inoculation",1,8,4,0,175,60,280,0,0,0,"inoculation","C",4,"4.C.inoculation.BH2","0",NA,NA,NA,NA
"BD","BD1",11,"","4.A.fungicide",0,12,266.666666666667,4,133.333333333333,0,0,10,0,0,"fungicide","A",4,"4.A.fungicide.BD1","0",NA,NA,NA,NA
"EG","EG1",52,"","8.A.ambient",6,8,100,1,2,400,0,0,0,0,"ambient","A",8,"8.A.ambient.EG1","0",NA,NA,1,0.01
"BD","BD2",6,"","4.A.fungicide",0,12,266.666666666667,4,133.333333333333,0,0,10,0,0,"fungicide","A",4,"4.A.fungicide.BD2","0",NA,NA,NA,NA
"EG","EG3",250,"","6.C.inoculation",4,4,1000,0,150,100,0,0,0,200,"inoculation","C",6,"6.C.inoculation.EG3","0",NA,NA,0.666666666666667,0.00366666666666667
"EG","EG2",126,"","6.C.inoculation",4,4,1000,0,150,100,0,0,0,200,"inoculation","C",6,"6.C.inoculation.EG2","0",NA,NA,1,0.01
"BD","BD3",15,"","1.C.fungicide",1,3,0,4,124.444444444444,80,0,320,0,0,"fungicide","C",1,"1.C.fungicide.BD3","0",NA,NA,NA,NA
"BD","BD1",7,"","4.E.ambient",0,3,240,83.3333333333333,26,0,450,0,0,0,"ambient","E",4,"4.E.ambient.BD1","0",NA,NA,NA,NA
"BD","BD1",25,"","4.A.ambient",0,12,0,0,30,15,4,1,0,0,"ambient","A",4,"4.A.ambient.BD1","0",NA,NA,NA,NA
"BD","BD2",12,"","1.C.fungicide",1,3,0,4,124.444444444444,80,0,320,0,0,"fungicide","C",1,"1.C.fungicide.BD2","0",NA,NA,NA,NA
"BH","BH3",7,"<0.01; TOO LIGHT TO REGISTER","4.C.inoculation",1,8,4,0,175,60,280,0,0,0,"inoculation","C",4,"4.C.inoculation.BH3","0",NA,NA,NA,NA
"BD","X470",15,"","4.A.ambient",0,12,0,0,30,15,4,1,0,0,"ambient","A",4,"4.A.ambient.X470","0",NA,NA,NA,NA
"EG","EG2",76,"","8.C.inoculation",8,4,1,100,3,5,0,0,0,0,"inoculation","C",8,"8.C.inoculation.EG2","0",NA,NA,1,0.0173333333333333
"BD","BD2",24,"","4.A.ambient",0,12,0,0,30,15,4,1,0,0,"ambient","A",4,"4.A.ambient.BD2","0",NA,NA,NA,NA
"BD","BD3",4,"","4.A.inoculation",0,12,100,4,15,3,300,80,0,0,"inoculation","A",4,"4.A.inoculation.BD3","0",NA,NA,NA,NA
"EG","EG1",222,"","6.C.inoculation",4,4,1000,0,150,100,0,0,0,200,"inoculation","C",6,"6.C.inoculation.EG1","0",NA,NA,1,0.007
"BD","BD1",14,"","1.E.inoculation",0,0,1760,9,125,33.3333333333333,13.3333333333333,0,4,0,"inoculation","E",1,"1.E.inoculation.BD1","0",NA,NA,NA,NA
"BH","BH2",15,"","4.E.ambient",0,3,240,83.3333333333333,26,0,450,0,0,0,"ambient","E",4,"4.E.ambient.BH2","0",NA,NA,NA,NA
"BH","BH3",13,"","4.E.ambient",0,3,240,83.3333333333333,26,0,450,0,0,0,"ambient","E",4,"4.E.ambient.BH3","0",NA,NA,NA,NA
"BD","X390",2,"","5.A.ambient",22,0,0,53.3333333333333,6,53.3333333333333,0,0,0,0,"ambient","A",5,"5.A.ambient.X390","0",NA,NA,NA,NA
"BH","BH1",13,"","4.E.ambient",0,3,240,83.3333333333333,26,0,450,0,0,0,"ambient","E",4,"4.E.ambient.BH1","0",NA,NA,NA,NA
"BD","X511",23,"","1.E.ambient",1,1,100,0,150,70,66.6666666666667,480,0,0,"ambient","E",1,"1.E.ambient.X511","0",NA,NA,NA,NA
"BD","BD2",7,"","4.E.ambient",0,3,240,83.3333333333333,26,0,450,0,0,0,"ambient","E",4,"4.E.ambient.BD2","0",NA,NA,NA,NA
"BD","BD3",12,"","4.E.ambient",0,3,240,83.3333333333333,26,0,450,0,0,0,"ambient","E",4,"4.E.ambient.BD3","0",NA,NA,NA,NA
"BD","X513",27,"","1.E.ambient",1,1,100,0,150,70,66.6666666666667,480,0,0,"ambient","E",1,"1.E.ambient.X513","0",NA,NA,NA,NA
"EG","EG3",237,"","6.E.inoculation",3,2,240,0,350,160,0,0,0,400,"inoculation","E",6,"6.E.inoculation.EG3","0",NA,NA,1,0.0233333333333333
"BD","BD1",37,"","4.E.fungicide",0,4,373.333333333333,175,15,18,240,0,0,0,"fungicide","E",4,"4.E.fungicide.BD1","0",NA,NA,NA,NA
"BD","BD3",14,"","1.E.fungicide",0,0,0,2,360,41.6666666666667,11.1111111111111,0,0,0,"fungicide","E",1,"1.E.fungicide.BD3","0",NA,NA,NA,NA
"BH","BH3",7,"","1.E.fungicide",0,0,0,2,360,41.6666666666667,11.1111111111111,0,0,0,"fungicide","E",1,"1.E.fungicide.BH3","0",NA,NA,NA,NA
"BD","BD1",4,"","4.A.inoculation",0,12,100,4,15,3,300,80,0,0,"inoculation","A",4,"4.A.inoculation.BD1","0",NA,NA,NA,NA
"EG","EG3",100,"","8.C.fungicide",1,16,0,0,2,120,0,0,0,0,"fungicide","C",8,"8.C.fungicide.EG3","0",NA,NA,1,0.004
"BD","BD2",10,"","1.E.fungicide",0,0,0,2,360,41.6666666666667,11.1111111111111,0,0,0,"fungicide","E",1,"1.E.fungicide.BD2","0",NA,NA,NA,NA
"EG","EG3",176,"","6.C.ambient",8,1,1000,1,25,125,0,0,0,0,"ambient","C",6,"6.C.ambient.EG3","0",NA,NA,1,0.004
"EG","EG2",78,"","8.A.inoculation",1,9,16.6666666666667,0,1,200,0,0,60,0,"inoculation","A",8,"8.A.inoculation.EG2","0",NA,NA,NA,NA
"BD","BD3",24,"","1.E.inoculation",0,0,1760,9,125,33.3333333333333,13.3333333333333,0,4,0,"inoculation","E",1,"1.E.inoculation.BD3","0",NA,NA,NA,NA
"BD","BD3",9,"","5.E.inoculation",1,0,1800,100,150,200,3,0,0,0,"inoculation","E",5,"5.E.inoculation.BD3","0",NA,NA,NA,NA
"EG","X449",21,"","6.A.ambient",11,5,320,1,71.1111111111111,600,1,0,0,0,"ambient","A",6,"6.A.ambient.X449","0",NA,NA,1,0.004
"BH","BH2",20,"","6.C.fungicide",7,5,2400,0,186.666666666667,250,0,0,0,750,"fungicide","C",6,"6.C.fungicide.BH2","0",NA,NA,NA,NA
"BD","BD1",2,"","5.C.inoculation",0,5,3,0,27.7777777777778,720,0,0,0,0,"inoculation","C",5,"5.C.inoculation.BD1","0",NA,NA,NA,NA
"BD","BD3",7,"","5.C.inoculation",0,5,3,0,27.7777777777778,720,0,0,0,0,"inoculation","C",5,"5.C.inoculation.BD3","0",NA,NA,NA,NA
"BD","BD2",3,"TOO LIGHT; <0.01","5.C.inoculation",0,5,3,0,27.7777777777778,720,0,0,0,0,"inoculation","C",5,"5.C.inoculation.BD2","0",NA,NA,NA,NA
"BD","BD1",23,"","3.A.ambient",1,9,5,2,23.3333333333333,80,0,0,0,0,"ambient","A",3,"3.A.ambient.BD1","0",NA,NA,NA,NA
"BD","BD2",10,"","1.E.inoculation",0,0,1760,9,125,33.3333333333333,13.3333333333333,0,4,0,"inoculation","E",1,"1.E.inoculation.BD2","0",NA,NA,NA,NA
"BH","BH3",19,"","1.E.inoculation",0,0,1760,9,125,33.3333333333333,13.3333333333333,0,4,0,"inoculation","E",1,"1.E.inoculation.BH3","0",NA,NA,NA,NA
"BD","BD2",4,"","5.E.fungicide",0,0,50,16.6666666666667,240,500,8,1,0,0,"fungicide","E",5,"5.E.fungicide.BD2","0",NA,NA,NA,NA
"BH","BH1",12,"","8.E.ambient",1,1,1,22.2222222222222,66.6666666666667,360,0,0,0,0,"ambient","E",8,"8.E.ambient.BH1","0",NA,NA,NA,NA
"BD","BD1",23,"","5.E.inoculation",1,0,1800,100,150,200,3,0,0,0,"inoculation","E",5,"5.E.inoculation.BD1","0",NA,NA,NA,NA
"BH","BH2",13,"","5.E.fungicide",0,0,50,16.6666666666667,240,500,8,1,0,0,"fungicide","E",5,"5.E.fungicide.BH2","0",NA,NA,NA,NA
"BD","BD2",28,"","5.C.fungicide",0,15,50,7,22.2222222222222,186.666666666667,0,240,0,0,"fungicide","C",5,"5.C.fungicide.BD2","0",NA,NA,NA,NA
"EG","EG2",135,"","8.E.inoculation",3,0,0,2,100,200,0,0,0,0,"inoculation","E",8,"8.E.inoculation.EG2","0",NA,NA,1,0.01
"BH","BH2",27,"","1.E.inoculation",0,0,1760,9,125,33.3333333333333,13.3333333333333,0,4,0,"inoculation","E",1,"1.E.inoculation.BH2","0",NA,NA,NA,NA
"EG","X210",268,"","6.A.ambient",11,5,320,1,71.1111111111111,600,1,0,0,0,"ambient","A",6,"6.A.ambient.X210","0",1,0.007,1,0.0173333333333333
"BH","BH1",32,"","5.C.inoculation",0,5,3,0,27.7777777777778,720,0,0,0,0,"inoculation","C",5,"5.C.inoculation.BH1","0",NA,NA,NA,NA
"BH","BH2",24,"","1.E.fungicide",0,0,0,2,360,41.6666666666667,11.1111111111111,0,0,0,"fungicide","E",1,"1.E.fungicide.BH2","0",NA,NA,NA,NA
"BH","BH1",25,"","1.E.inoculation",0,0,1760,9,125,33.3333333333333,13.3333333333333,0,4,0,"inoculation","E",1,"1.E.inoculation.BH1","0",NA,NA,NA,NA
"BD","BD1",18,"","5.E.fungicide",0,0,50,16.6666666666667,240,500,8,1,0,0,"fungicide","E",5,"5.E.fungicide.BD1","0",NA,NA,NA,NA
"BH","X411",9,"","3.A.ambient",1,9,5,2,23.3333333333333,80,0,0,0,0,"ambient","A",3,"3.A.ambient.X411","0",NA,NA,NA,NA
"BD","BD3",6,"","5.C.ambient",8,1,125,2,10,900,6.66666666666667,0,0,0,"ambient","C",5,"5.C.ambient.BD3","0",NA,NA,NA,NA
"EG","EG3",32,"","8.C.ambient",9,2,0,700,2,240,0,0,0,0,"ambient","C",8,"8.C.ambient.EG3","0",NA,NA,1,0.001
"BH","BH1",9,"","4.E.fungicide",0,4,373.333333333333,175,15,18,240,0,0,0,"fungicide","E",4,"4.E.fungicide.BH1","0",NA,NA,NA,NA
"BD","BD3",9,"","5.E.fungicide",0,0,50,16.6666666666667,240,500,8,1,0,0,"fungicide","E",5,"5.E.fungicide.BD3","0",NA,NA,NA,NA
"BH","BH1",113,"","1.E.fungicide",0,0,0,2,360,41.6666666666667,11.1111111111111,0,0,0,"fungicide","E",1,"1.E.fungicide.BH1","0",NA,NA,NA,NA
"BH","BH1",4,"","5.E.fungicide",0,0,50,16.6666666666667,240,500,8,1,0,0,"fungicide","E",5,"5.E.fungicide.BH1","0",NA,NA,NA,NA
"EG","EG1",57,"","6.E.inoculation",3,2,240,0,350,160,0,0,0,400,"inoculation","E",6,"6.E.inoculation.EG1","0",NA,NA,1,0.0233333333333333
"BH","BH2",19,"","5.C.ambient",8,1,125,2,10,900,6.66666666666667,0,0,0,"ambient","C",5,"5.C.ambient.BH2","0",NA,NA,NA,NA
"BH","BH1",13,"","5.C.ambient",8,1,125,2,10,900,6.66666666666667,0,0,0,"ambient","C",5,"5.C.ambient.BH1","0",NA,NA,NA,NA
"EG","EG2",849,"","6.E.fungicide",4,2,150,0,250,700,0,0,0,350,"fungicide","E",6,"6.E.fungicide.EG2","0",NA,NA,0.333333333333333,0.000333333333333333
"BH","BH2",10,"","8.E.fungicide",0,0,3,27.7777777777778,60,240,0,0,75,0,"fungicide","E",8,"8.E.fungicide.BH2","0",NA,NA,NA,NA
"BH","BH2",2,"TOO LIGHT; <0.01","4.A.inoculation",0,12,100,4,15,3,300,80,0,0,"inoculation","A",4,"4.A.inoculation.BH2","0",NA,NA,NA,NA
"BH","BH3",8,"","5.E.fungicide",0,0,50,16.6666666666667,240,500,8,1,0,0,"fungicide","E",5,"5.E.fungicide.BH3","0",NA,NA,NA,NA
"BH","BH1",4,"TOO LIGHT; <0.01","4.A.inoculation",0,12,100,4,15,3,300,80,0,0,"inoculation","A",4,"4.A.inoculation.BH1","0",NA,NA,NA,NA
"BH","BH1",31,"","6.C.ambient",8,1,1000,1,25,125,0,0,0,0,"ambient","C",6,"6.C.ambient.BH1","0",NA,NA,NA,NA
"EG","EG3",30,"","8.E.inoculation",3,0,0,2,100,200,0,0,0,0,"inoculation","E",8,"8.E.inoculation.EG3","0",NA,NA,1,0.05
"BD","BD1",9,"","8.C.ambient",9,2,0,700,2,240,0,0,0,0,"ambient","C",8,"8.C.ambient.BD1","0",NA,NA,NA,NA
"BD","BD3",16,"","8.C.ambient",9,2,0,700,2,240,0,0,0,0,"ambient","C",8,"8.C.ambient.BD3","0",NA,NA,NA,NA
"BD","BD2",2,"TOO LIGHT; <0.01","6.A.fungicide",6,8,300,350,100,10,4,0,0,0,"fungicide","A",6,"6.A.fungicide.BD2","0",NA,NA,NA,NA
"BD","BD1",18,"","6.A.fungicide",6,8,300,350,100,10,4,0,0,0,"fungicide","A",6,"6.A.fungicide.BD1","0",NA,NA,NA,NA
"BD","BD1",7,"TOO LIGHT; <0.01","3.C.ambient",1,7,0,0,200,225,9,300,0,0,"ambient","C",3,"3.C.ambient.BD1","0",NA,NA,NA,NA
"BD","BD3",14,"","8.E.ambient",1,1,1,22.2222222222222,66.6666666666667,360,0,0,0,0,"ambient","E",8,"8.E.ambient.BD3","0",NA,NA,NA,NA
"BD","BD2",6,"","6.E.ambient",1,1,800,66.6666666666667,266.666666666667,100,0,0,0,160,"ambient","E",6,"6.E.ambient.BD2","0",NA,NA,NA,NA
"EG","EG1",23,"","8.C.fungicide",1,16,0,0,2,120,0,0,0,0,"fungicide","C",8,"8.C.fungicide.EG1","0",NA,NA,0.333333333333333,0.000333333333333333
"BD","BD1",3,"","6.E.ambient",1,1,800,66.6666666666667,266.666666666667,100,0,0,0,160,"ambient","E",6,"6.E.ambient.BD1","0",NA,NA,NA,NA
"BD","BD2",16,"","8.C.ambient",9,2,0,700,2,240,0,0,0,0,"ambient","C",8,"8.C.ambient.BD2","0",NA,NA,NA,NA
"BD","BD3",53,"","3.C.fungicide",0,0,0,4,293.333333333333,66.6666666666667,60,100,0,0,"fungicide","C",3,"3.C.fungicide.BD3","0",NA,NA,NA,NA
"EG","EG2",22,"","6.A.fungicide",6,8,300,350,100,10,4,0,0,0,"fungicide","A",6,"6.A.fungicide.EG2","0",NA,NA,0.666666666666667,0.00366666666666667
"BD","BD2",10,"","3.C.fungicide",0,0,0,4,293.333333333333,66.6666666666667,60,100,0,0,"fungicide","C",3,"3.C.fungicide.BD2","0",NA,NA,NA,NA
"BH","BH1",72,"","5.E.ambient",0,0,133.333333333333,8,53.3333333333333,66.6666666666667,15,0,0,0,"ambient","E",5,"5.E.ambient.BH1","0",NA,NA,NA,NA
"BH","BH2",4,"","3.A.fungicide",1,8,6,0,4,16,0,300,0,0,"fungicide","A",3,"3.A.fungicide.BH2","0",NA,NA,NA,NA
"BH","BH2",1,"TOO LIGHT; <0.01","6.A.fungicide",6,8,300,350,100,10,4,0,0,0,"fungicide","A",6,"6.A.fungicide.BH2","0",NA,NA,NA,NA
"BD","BD2",3,"","3.E.fungicide",1,1,0,0,210,180,11.1111111111111,450,0,0,"fungicide","E",3,"3.E.fungicide.BD2","0",NA,NA,NA,NA
"BD","BD3",3,"","5.A.inoculation",6,12,4,3,7,83.3333333333333,4,0,0,0,"inoculation","A",5,"5.A.inoculation.BD3","0",NA,NA,NA,NA
"BD","BD1",5,"","3.C.fungicide",0,0,0,4,293.333333333333,66.6666666666667,60,100,0,0,"fungicide","C",3,"3.C.fungicide.BD1","0",NA,NA,NA,NA
"BD","BH1",18,"","5.C.fungicide",0,15,50,7,22.2222222222222,186.666666666667,0,240,0,0,"fungicide","C",5,"5.C.fungicide.BH1","0",NA,NA,NA,NA
"BD","BD2",7,"","3.E.ambient",0,1,6,0,100,600,27.7777777777778,450,0,0,"ambient","E",3,"3.E.ambient.BD2","0",NA,NA,NA,NA
"EG","EG3",42,"","8.A.inoculation",1,9,16.6666666666667,0,1,200,0,0,60,0,"inoculation","A",8,"8.A.inoculation.EG3","0",NA,NA,1,0.0055
"BD","BD3",18,"","5.A.fungicide",12,3,0,11.1111111111111,11.1111111111111,62.2222222222222,0,0,3,0,"fungicide","A",5,"5.A.fungicide.BD3","0",NA,NA,NA,NA
"BH","BH3",335,"","5.C.fungicide",0,15,50,7,22.2222222222222,186.666666666667,0,240,0,0,"fungicide","C",5,"5.C.fungicide.BH3","0",NA,NA,NA,NA
"EG","EG1",409,"","6.C.fungicide",7,5,2400,0,186.666666666667,250,0,0,0,750,"fungicide","C",6,"6.C.fungicide.EG1","0",NA,NA,0.666666666666667,0.00666666666666667
"EG","EG2",67,"","8.C.fungicide",1,16,0,0,2,120,0,0,0,0,"fungicide","C",8,"8.C.fungicide.EG2","0",NA,NA,0.333333333333333,0.000333333333333333
"BD","BD1",8,"","3.E.ambient",0,1,6,0,100,600,27.7777777777778,450,0,0,"ambient","E",3,"3.E.ambient.BD1","0",NA,NA,NA,NA
"BD","BD1",10,"","6.A.inoculation",4,8,300,0,58.3333333333333,250,0,75,0,0,"inoculation","A",6,"6.A.inoculation.BD1","0",NA,NA,NA,NA
"BD","X421",1,"TOO LIGHT; <0.01","3.E.ambient",0,1,6,0,100,600,27.7777777777778,450,0,0,"ambient","E",3,"3.E.ambient.X421","0",NA,NA,NA,NA
"BD","BD2",16,"","6.A.inoculation",4,8,300,0,58.3333333333333,250,0,75,0,0,"inoculation","A",6,"6.A.inoculation.BD2","0",NA,NA,NA,NA
"EG","X462",8,"","4.E.ambient",0,3,240,83.3333333333333,26,0,450,0,0,0,"ambient","E",4,"4.E.ambient.X462","0",NA,NA,0,0
"BD","BD1",20,"","5.C.fungicide",0,15,50,7,22.2222222222222,186.666666666667,0,240,0,0,"fungicide","C",5,"5.C.fungicide.BD1","0",NA,NA,NA,NA
"BD","BD3",36,"","5.C.fungicide",0,15,50,7,22.2222222222222,186.666666666667,0,240,0,0,"fungicide","C",5,"5.C.fungicide.BD3","0",NA,NA,NA,NA
